elbo_loss_epoch,train_loss,train_elbo_loss,epoch,step,elbo_loss_step
373.15704345703125,372.30908203125,372.30908203125,0,38,
,,,1,49,30.03145980834961
26.907066345214844,26.854476928710938,26.854476928710938,1,77,
,,,2,99,1.7949281930923462
4.79403018951416,4.789869785308838,4.789869785308838,2,116,
,,,3,149,1.9343557357788086
2.9950246810913086,2.998826503753662,2.998826503753662,3,155,
2.8162200450897217,2.813176155090332,2.813176155090332,4,194,
,,,5,199,2.616361379623413
1.889515995979309,1.8905142545700073,1.8905142545700073,5,233,
,,,6,249,2.4345226287841797
2.3759210109710693,2.3768506050109863,2.3768506050109863,6,272,
,,,7,299,1.3725954294204712
1.5791881084442139,1.5787755250930786,1.5787755250930786,7,311,
,,,8,349,1.173885464668274
1.6211469173431396,1.6204488277435303,1.6204488277435303,8,350,
1.455969214439392,1.4554296731948853,1.4554296731948853,9,389,
,,,10,399,1.3517953157424927
1.6432011127471924,1.6432455778121948,1.6432455778121948,10,428,
,,,11,449,1.2348558902740479
1.3104462623596191,1.3099077939987183,1.3099077939987183,11,467,
,,,12,499,1.172095537185669
1.4751150608062744,1.4738998413085938,1.4738998413085938,12,506,
1.3453525304794312,1.3451162576675415,1.3451162576675415,13,545,
,,,14,549,1.3617628812789917
1.3095017671585083,1.3120733499526978,1.3120733499526978,14,584,
,,,15,599,1.6591356992721558
1.466773509979248,1.466352939605713,1.466352939605713,15,623,
,,,16,649,1.0403945446014404
1.2565516233444214,1.2563905715942383,1.2563905715942383,16,662,
,,,17,699,1.390170693397522
1.2756811380386353,1.2756309509277344,1.2756309509277344,17,701,
1.3217107057571411,1.322084665298462,1.322084665298462,18,740,
,,,19,749,1.323026180267334
1.5030341148376465,1.502782940864563,1.502782940864563,19,779,
,,,20,799,0.9789342880249023
1.1553653478622437,1.1550196409225464,1.1550196409225464,20,818,
,,,21,849,1.0994443893432617
1.139114499092102,1.138499140739441,1.138499140739441,21,857,
1.4282249212265015,1.427449107170105,1.427449107170105,22,896,
,,,23,899,1.025678038597107
1.1287754774093628,1.128496527671814,1.128496527671814,23,935,
,,,24,949,1.2618365287780762
1.1120529174804688,1.1121951341629028,1.1121951341629028,24,974,
,,,25,999,0.9924782514572144
1.0962584018707275,1.0963828563690186,1.0963828563690186,25,1013,
,,,26,1049,1.0868182182312012
1.0964438915252686,1.0958645343780518,1.0958645343780518,26,1052,
0.9866136312484741,0.9864464998245239,0.9864464998245239,27,1091,
,,,28,1099,1.509743571281433
1.1311652660369873,1.1306592226028442,1.1306592226028442,28,1130,
,,,29,1149,0.9779150485992432
1.0446295738220215,1.044089436531067,1.044089436531067,29,1169,
,,,30,1199,2.0221455097198486
1.250645637512207,1.2499721050262451,1.2499721050262451,30,1208,
1.0090616941452026,1.009084939956665,1.009084939956665,31,1247,
,,,32,1249,0.8720008134841919
1.0423166751861572,1.0428723096847534,1.0428723096847534,32,1286,
,,,33,1299,1.024253010749817
1.0118391513824463,1.0114483833312988,1.0114483833312988,33,1325,
,,,34,1349,1.1557639837265015
1.0491091012954712,1.049379825592041,1.049379825592041,34,1364,
,,,35,1399,1.4003181457519531
1.4885520935058594,1.4880260229110718,1.4880260229110718,35,1403,
1.1013710498809814,1.1010510921478271,1.1010510921478271,36,1442,
,,,37,1449,1.1496617794036865
1.0046370029449463,1.0041207075119019,1.0041207075119019,37,1481,
,,,38,1499,1.3872770071029663
1.1535292863845825,1.1536623239517212,1.1536623239517212,38,1520,
,,,39,1549,1.1117768287658691
1.1124725341796875,1.112411618232727,1.112411618232727,39,1559,
1.0138357877731323,1.0137592554092407,1.0137592554092407,40,1598,
,,,41,1599,1.0603901147842407
0.9854971170425415,0.9860159158706665,0.9860159158706665,41,1637,
,,,42,1649,1.0478061437606812
1.226331353187561,1.2260940074920654,1.2260940074920654,42,1676,
,,,43,1699,0.8306601643562317
0.9436857104301453,0.943604588508606,0.943604588508606,43,1715,
,,,44,1749,0.9048096537590027
1.0909836292266846,1.0904686450958252,1.0904686450958252,44,1754,
0.9105470180511475,0.9106104969978333,0.9106104969978333,45,1793,
,,,46,1799,0.9812716841697693
0.8947153687477112,0.8945243954658508,0.8945243954658508,46,1832,
,,,47,1849,0.9853315949440002
0.9163514971733093,0.9169268608093262,0.9169268608093262,47,1871,
,,,48,1899,2.081909656524658
1.5396215915679932,1.5381282567977905,1.5381282567977905,48,1910,
,,,49,1949,1.1791291236877441
1.2084828615188599,1.2084004878997803,1.2084004878997803,49,1949,
1.066230297088623,1.0655596256256104,1.0655596256256104,50,1988,
,,,51,1999,1.1083468198776245
0.9781212210655212,0.9780973792076111,0.9780973792076111,51,2027,
,,,52,2049,0.817643940448761
0.8929550051689148,0.8927783370018005,0.8927783370018005,52,2066,
,,,53,2099,0.7549033164978027
0.901878833770752,0.9024605751037598,0.9024605751037598,53,2105,
1.3395639657974243,1.3401126861572266,1.3401126861572266,54,2144,
,,,55,2149,1.1896183490753174
1.0670146942138672,1.0661673545837402,1.0661673545837402,55,2183,
,,,56,2199,0.8820105195045471
0.8615678548812866,0.8616937398910522,0.8616937398910522,56,2222,
,,,57,2249,0.8478850722312927
0.8434611558914185,0.8436397910118103,0.8436397910118103,57,2261,
,,,58,2299,0.8895070552825928
0.8833276629447937,0.8831070065498352,0.8831070065498352,58,2300,
0.938011646270752,0.9376582503318787,0.9376582503318787,59,2339,
,,,60,2349,0.8052435517311096
0.9201738834381104,0.9199029207229614,0.9199029207229614,60,2378,
,,,61,2399,0.7707099318504333
0.8641036152839661,0.8639413714408875,0.8639413714408875,61,2417,
,,,62,2449,0.8926153182983398
0.8692948222160339,0.8693659901618958,0.8693659901618958,62,2456,
1.018371820449829,1.0185195207595825,1.0185195207595825,63,2495,
,,,64,2499,0.8627893924713135
1.0076788663864136,1.0075229406356812,1.0075229406356812,64,2534,
,,,65,2549,0.8218637704849243
0.8903608322143555,0.8901537656784058,0.8901537656784058,65,2573,
,,,66,2599,0.8949609398841858
0.8592400550842285,0.859592080116272,0.859592080116272,66,2612,
,,,67,2649,0.7828909158706665
0.8289347887039185,0.8288158774375916,0.8288158774375916,67,2651,
0.9144991040229797,0.9148800373077393,0.9148800373077393,68,2690,
,,,69,2699,0.7939409017562866
0.8581784963607788,0.8582860827445984,0.8582860827445984,69,2729,
,,,70,2749,0.8196162581443787
0.8463233113288879,0.8461834788322449,0.8461834788322449,70,2768,
,,,71,2799,0.9150850772857666
0.8878322243690491,0.8884299993515015,0.8884299993515015,71,2807,
0.8289636373519897,0.8292151093482971,0.8292151093482971,72,2846,
,,,73,2849,0.7782706618309021
0.853286862373352,0.8531154990196228,0.8531154990196228,73,2885,
,,,74,2899,0.7960286736488342
0.845894992351532,0.8457858562469482,0.8457858562469482,74,2924,
,,,75,2949,0.7109633088111877
